reference_key,external_id,product_name,sku,official_type,presentation,price_cop,image_status,image_url,source_url,active_claims,type,subtype,concern,benefit,ingredient,use,role,stage,system,formulation,finish,relation
admiss-co-official:product:7476697563379,7476697563379,PAOLO - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA AMARILLO,312949,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Paolo.webp?v=1707425985,https://admiss.com.co/products/paolo-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693696755,7476693696755,RAFA - ESMALTE TRADICIONAL METALIZADOS ADMISS 10 ML - GAMA GRIS,310219,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Rafa.webp?v=1707426179,https://admiss.com.co/products/rafa-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Metalizado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:8056127619315,8056127619315,REMOVEDOR DE CUTÍCULA ADMISS 40 ML,313887,LIQUIDOS,40 ml,4950.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/313887.webp?v=1689959371,https://admiss.com.co/products/removedor-de-cuticula-admiss-40-ml,18,Líquido para manicure,Removedor de cutícula | Removedor de esmalte,Cutícula o piel con falta de humectación,Facilita remoción | Humectación declarada | Ablandamiento de cutícula declarado,Glicerina,Preparación de cutícula,Preparación de cutícula,Preparación,Sistema de cuidado de manicure | Sistema Admiss: Sistema tradicional de manicure,Gel,,Colección REMOVEDORES DE ESMALTE no coincide con tipo Líquido para manicure | Colección comercial: REMOVEDORES DE ESMALTE | Colección comercial: TODO ADMISS | Colección comercial: COMPLEMENTOS
admiss-co-official:product:7476696744179,7476696744179,REMOVEDOR TRADICIONAL DE ESMALTE  ADMISS 230 ML,313684,LIQUIDOS,230 ml,11600.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/313684.webp?v=1705324509,https://admiss.com.co/products/removedor-esmalte-unas-230ml,13,Líquido para manicure,Removedor de esmalte,,,,Retirar esmalte,Removedor de esmalte,Retiro,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Libre de acetona,,Colección ESMALTES DE UÑAS no coincide con tipo Base para uñas | Colección REMOVEDORES DE ESMALTE no coincide con tipo Líquido para manicure | Colección comercial: ESMALTES DE UÑAS | Colección comercial: REMOVEDORES DE ESMALTE | Colección comercial: TODO ADMISS
admiss-co-official:product:7991843684595,7991843684595,REMOVEDOR TRADICIONAL DE ESMALTE ADMISS 470 ML,313877,LIQUIDOS,470 ml,15900.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Removedor-470ml.webp?v=1708614747,https://admiss.com.co/products/removedor-tradicional-admiss-removedor-de-esmalte-470-ml,13,Líquido para manicure,Removedor de esmalte,,,,Retirar esmalte,Removedor de esmalte,Retiro,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Libre de acetona,,Colección ESMALTES DE UÑAS no coincide con tipo Base para uñas | Colección REMOVEDORES DE ESMALTE no coincide con tipo Líquido para manicure | Colección comercial: ESMALTES DE UÑAS | Colección comercial: REMOVEDORES DE ESMALTE | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693926131,7476693926131,RENE - ESMALTE TRADICIONAL TRASLUCIDOS ADMISS 10 ML - GAMA ROSADO,310232,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Rene.webp?v=1707426158,https://admiss.com.co/products/rene-esmalte-para-unas-10ml,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso | Traslúcido,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476697399539,7476697399539,RICARDO - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA ROJO,312930,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Ricardo.webp?v=1707426133,https://admiss.com.co/products/ricardo-esmalte-para-unas-10ml,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN STAR | Colección comercial: TODO ADMISS
admiss-co-official:product:8054233170163,8054233170163,RICK - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA VERDE,313779,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Rick.webp?v=1707426110,https://admiss.com.co/products/rick-esmalte-tradicional-cremosos-admiss-10-ml-gama-verde,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN UTOPÍA VIRTUAL
admiss-co-official:product:7476697071859,7476697071859,ROBERTO - ESMALTE TRADICIONAL PERLADOS ADMISS 10 ML - GAMA ROSADO,312867,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Roberto.webp?v=1707426096,https://admiss.com.co/products/roberto-esmalte-para-unas-10ml,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Perlado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN BON BON | Colección comercial: TODO ADMISS
admiss-co-official:product:7476696547571,7476696547571,ROMEO - ESMALTE TRADICIONAL PERLADOS ADMISS 10 ML - GAMA ROSADO,312526,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Romeo.webp?v=1707426040,https://admiss.com.co/products/romeo-esmalte-para-unas-10ml,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso | Perlado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476696252659,7476696252659,SALVADOR - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA GRIS,312495,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Salvador.webp?v=1707426252,https://admiss.com.co/products/salvador-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476694548723,7476694548723,SAMUEL - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA VERDE,310728,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Samuel.webp?v=1707426271,https://admiss.com.co/products/samuel-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693598451,7476693598451,SANTI - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA ROSADO,310214,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Santi.webp?v=1707426297,https://admiss.com.co/products/santi-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:8434854559987,8434854559987,SEBAS - ESMALTE TRADICIONAL ADMISS 10ML - GAMA LILA,314082,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Sebas_314082.webp?v=1709588611,https://admiss.com.co/products/sebas-esmalte-tradicional-admiss-10ml-gama-azul,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN INFIELES
admiss-co-official:product:7558454280435,7558454280435,SERAFÍN - ESMALTE TRADICIONAL PERLADO ADMISS 10ML - GAMA AZUL,313091,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Serafin.webp?v=1707426339,https://admiss.com.co/products/serafin-esmalte-tradicional-perlado-admiss-10ml-gama-azul,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Perlado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN CELESTIAL | Colección comercial: TODO ADMISS
admiss-co-official:product:7660340281587,7660340281587,SILVIO - ESMALTE TRADICIONAL ADMISS 10ML - GAMA VERDE,313079,ESMALTES,10 ml,3900.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Silvio.webp?v=1707426361,https://admiss.com.co/products/silvio-esmalte-para-unas-10ml,14,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: MAS VENDIDOS | Colección comercial: COLECCIÓN RADIANTE | Colección comercial: TODO ADMISS
admiss-co-official:product:9018168213747,9018168213747,THOR - ESMALTE TRADICIONAL CREMOSO ADMISS 10 ML - GAMA MORADO,314187,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/THOR-314187.webp?v=1737406575,https://admiss.com.co/products/thor-esmalte-tradicional-admiss-10-ml-gama-morado,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN HÉROES
admiss-co-official:product:7476694712563,7476694712563,TOBIAS - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA MARRON,311060,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Tobias.webp?v=1707426394,https://admiss.com.co/products/tobias-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693958899,7476693958899,TOÑO - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA ROJO,310236,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Tono.webp?v=1707426414,https://admiss.com.co/products/tono-esmalte-para-unas-10ml,12,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7558453461235,7558453461235,URIEL - ESMALTE TRADICIONAL PERLADO ADMISS 10ML - GAMA LILA,313089,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Uriel_64304b95-cb58-4c41-959f-bee5b193a81c.webp?v=1707426438,https://admiss.com.co/products/uriel-esmalte-tradicional-perlado-admiss-10ml-gama-lila,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Perlado,Colección comercial: ESMALTES DE UÑAS | Colección comercial: COLECCIÓN CELESTIAL | Colección comercial: TODO ADMISS
admiss-co-official:product:9108277231859,9108277231859,VALENTINO - ESMALTE TRADICIONAL CREMOSO ADMISS 10 ML - GAMA VERDE,314186,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/ADMISSVALENTINO314186.webp?v=1746622213,https://admiss.com.co/products/valentino-esmalte-tradicional-cremoso-admiss-10-ml-gama-x-copia,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN EUFORIA
admiss-co-official:product:7476693860595,7476693860595,WILLY - ESMALTE DECORACIÓN ESTANDAR ADMISS 10 ML - GAMA BLANCO,310225,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/DecoracionWilly.webp?v=1717513037,https://admiss.com.co/products/willy-esmalte-deco-para-unas-10ml,13,Esmalte de uñas,Esmalte de decoración | Esmalte tradicional,,Alta cobertura declarada,,Decoración de uñas,Color para decoración,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:7476693827827,7476693827827,WILLY - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA BLANCO,310224,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Willy.webp?v=1717513014,https://admiss.com.co/products/willy-esmalte-para-unas-10ml,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso | Con partículas,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS
admiss-co-official:product:8874784227571,8874784227571,ZAC - ESMALTE TRADICIONAL CREMOSOS ADMISS 10 ML - GAMA,314094,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/Zac_2.webp?v=1723591753,https://admiss.com.co/products/zac-esmalte-tradicional-cremosos-admiss-10-ml-gama-copia,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN GUAPOS
admiss-co-official:product:9018160218355,9018160218355,ZEUS - ESMALTE TRADICIONAL CREMOSO ADMISS 10 ML - GAMA ROJO,314183,ESMALTES,10 ml,4200.0000,remote_reference,https://cdn.shopify.com/s/files/1/0614/7188/3507/files/ZEUS_314183.webp?v=1737405957,https://admiss.com.co/products/zeus-esmalte-tradicional-admiss-10-ml-gama-marron-copia,13,Esmalte de uñas,Esmalte tradicional,,Aplicación fácil declarada | Alta cobertura declarada,,,Capa de color,Color,Sistema Admiss: Sistema tradicional de manicure | Sistema tradicional de manicure,Formulación 10 Free,Cremoso,Colección comercial: ESMALTES DE UÑAS | Colección comercial: TODO ADMISS | Colección comercial: COLECCIÓN HÉROES
